Tempo (s);Carga (g);Posicao (mm)
2,187;70,5;22,9
2,2;71;22,9
2,2;71;22,9
2,2;71;22,9
2,213;71,4;22,9
2,213;71,4;22,9
2,213;71,4;22,9
2,225;71,9;22,9
2,225;71,9;22,9
2,225;71,9;22,9
2,239;72,4;22,9
2,239;72,4;22,9
2,239;72,4;22,9
2,251;72,9;22,8
2,251;72,9;22,8
2,251;72,9;22,8
2,264;73,4;22,8
2,264;73,4;22,8
2,264;73,4;22,8
2,277;73,9;22,8
2,277;73,9;22,8
2,277;73,9;22,8
2,29;74,3;22,8
2,29;74,3;22,8
2,29;74,3;22,8
2,302;74,8;22,8
2,302;74,8;22,8
2,302;74,8;22,8
2,315;75,3;22,8
2,315;75,3;22,8
2,315;75,3;22,8
2,329;75,7;22,8
2,329;75,7;22,8
2,329;75,7;22,8
2,341;76,2;22,8
2,341;76,2;22,8
2,341;76,2;22,8
2,354;76,7;22,7
2,354;76,7;22,7
2,354;76,7;22,7
2,367;77,2;22,7
2,367;77,2;22,7
2,367;77,2;22,7
2,38;77,6;22,7
2,38;77,6;22,7
2,38;77,6;22,7
2,392;78,1;22,7
2,392;78,1;22,7
2,392;78,1;22,7
2,406;78,6;22,7
2,406;78,6;22,7
2,406;78,6;22,7
2,418;79,2;22,7
2,418;79,2;22,7
2,418;79,2;22,7
2,431;79,7;22,7
2,431;79,7;22,7
2,431;79,7;22,7
2,443;80,2;22,7
2,443;80,2;22,7
2,443;80,2;22,7
2,457;80,7;22,6
2,457;80,7;22,6
2,457;80,7;22,6
2,47;81,3;22,6
2,47;81,3;22,6
2,47;81,3;22,6
2,483;81,8;22,6
2,483;81,8;22,6
2,483;81,8;22,6
2,496;82,4;22,6
2,496;82,4;22,6
2,496;82,4;22,6
2,509;82,9;22,6
2,509;82,9;22,6
2,509;82,9;22,6
2,521;83,4;22,6
2,521;83,4;22,6
2,521;83,4;22,6
2,535;84;22,6
2,535;84;22,6
2,535;84;22,6
2,547;84,5;22,6
2,547;84,5;22,6
2,547;84,5;22,6
2,56;85;22,5
2,56;85;22,5
2,56;85;22,5
2,573;85,6;22,5
2,573;85,6;22,5
2,573;85,6;22,5
2,586;86,1;22,5
2,586;86,1;22,5
2,586;86,1;22,5
2,598;86,6;22,5
2,598;86,6;22,5
2,598;86,6;22,5
2,611;87,1;22,5
2,611;87,1;22,5
2,611;87,1;22,5
2,625;87,6;22,5
2,625;87,6;22,5
2,625;87,6;22,5
2,637;88,1;22,5
2,637;88,1;22,5
2,637;88,1;22,5
2,65;88,5;22,5
2,65;88,5;22,5
2,65;88,5;22,5
2,664;89;22,4
2,664;89;22,4
2,664;89;22,4
2,676;89,5;22,4
2,676;89,5;22,4
2,676;89,5;22,4
2,689;90;22,4
2,689;90;22,4
2,689;90;22,4
2,702;90,5;22,4
2,702;90,5;22,4
2,702;90,5;22,4
2,715;91;22,4
2,715;91;22,4
2,715;91;22,4
2,727;91,5;22,4
2,727;91,5;22,4
2,727;91,5;22,4
2,74;92;22,4
2,74;92;22,4
2,74;92;22,4
2,754;92,4;22,4
2,754;92,4;22,4
2,754;92,4;22,4
2,766;92,9;22,3
2,766;92,9;22,3
2,766;92,9;22,3
2,779;93,4;22,3
2,779;93,4;22,3
2,779;93,4;22,3
2,792;93,9;22,3
2,792;93,9;22,3
2,792;93,9;22,3
2,805;94,3;22,3
2,805;94,3;22,3
2,805;94,3;22,3
2,817;94,8;22,3
2,817;94,8;22,3
2,817;94,8;22,3
2,831;95,3;22,3
2,831;95,3;22,3
2,831;95,3;22,3
2,843;95,7;22,3
2,843;95,7;22,3
2,843;95,7;22,3
2,856;96,1;22,3
2,856;96,1;22,3
2,856;96,1;22,3
2,868;96,6;22,2
2,868;96,6;22,2
2,868;96,6;22,2
2,882;97;22,2
2,882;97;22,2
2,882;97;22,2
2,895;97,4;22,2
2,895;97,4;22,2
2,895;97,4;22,2
2,908;97,8;22,2
2,908;97,8;22,2
2,908;97,8;22,2
2,921;98,2;22,2
2,921;98,2;22,2
2,921;98,2;22,2
2,934;98,6;22,2
2,934;98,6;22,2
2,934;98,6;22,2
2,946;99;22,2
2,946;99;22,2
2,946;99;22,2
2,96;99,4;22,2
2,96;99,4;22,2
2,96;99,4;22,2
2,972;99,8;22,1
2,972;99,8;22,1
2,972;99,8;22,1
2,985;100,2;22,1
2,985;100,2;22,1
2,985;100,2;22,1
2,997;100,6;22,1
2,997;100,6;22,1
2,997;100,6;22,1
3,011;101;22,1
3,011;101;22,1
3,011;101;22,1
3,023;101,4;22,1
3,023;101,4;22,1
3,023;101,4;22,1
3,036;101,8;22,1
3,036;101,8;22,1
3,036;101,8;22,1
3,05;102,3;22,1
3,05;102,3;22,1
3,05;102,3;22,1
3,062;102,7;22,1
3,062;102,7;22,1
3,062;102,7;22,1
3,075;103,1;22
3,075;103,1;22
3,075;103,1;22
3,088;103,6;22
3,088;103,6;22
3,088;103,6;22
3,101;104;22
3,101;104;22
3,101;104;22
3,113;104,5;22
3,113;104,5;22
3,113;104,5;22
3,126;104,9;22
3,126;104,9;22
3,126;104,9;22
3,139;105,4;22
3,139;105,4;22
3,139;105,4;22
3,152;105,9;22
3,152;105,9;22
3,152;105,9;22
3,164;106,4;21,9
3,164;106,4;21,9
3,164;106,4;21,9
3,178;106,8;21,9
3,178;106,8;21,9
3,178;106,8;21,9
3,191;107,3;21,9
3,191;107,3;21,9
3,191;107,3;21,9
3,203;107,8;21,9
3,203;107,8;21,9
3,203;107,8;21,9
3,217;108,3;21,9
3,217;108,3;21,9
3,217;108,3;21,9
3,229;108,7;21,9
3,229;108,7;21,9
3,229;108,7;21,9
3,242;109,2;21,9
3,242;109,2;21,9
3,242;109,2;21,9
3,254;109,6;21,9
3,254;109,6;21,9
3,254;109,6;21,9
3,268;110,1;21,8
3,268;110,1;21,8
3,268;110,1;21,8
3,28;110,5;21,8
3,28;110,5;21,8
3,28;110,5;21,8
3,293;110,9;21,8
3,293;110,9;21,8
3,293;110,9;21,8
3,306;111,3;21,8
3,306;111,3;21,8
3,306;111,3;21,8
3,319;111,7;21,8
3,319;111,7;21,8
3,319;111,7;21,8
3,332;112,1;21,8
3,332;112,1;21,8
3,332;112,1;21,8
3,345;112,5;21,8
3,345;112,5;21,8
3,345;112,5;21,8
3,358;112,9;21,8
3,358;112,9;21,8
3,358;112,9;21,8
3,37;113,4;21,7
3,37;113,4;21,7
3,37;113,4;21,7
3,384;113,8;21,7
3,384;113,8;21,7
3,384;113,8;21,7
3,396;114,2;21,7
3,396;114,2;21,7
3,396;114,2;21,7
3,409;114,6;21,7
3,409;114,6;21,7
3,409;114,6;21,7
3,421;115,1;21,7
3,421;115,1;21,7
3,421;115,1;21,7
3,435;115,6;21,7
3,435;115,6;21,7
3,435;115,6;21,7
3,447;116,1;21,7
3,447;116,1;21,7
3,447;116,1;21,7
3,461;116,5;21,7
3,461;116,5;21,7
3,461;116,5;21,7
3,474;117;21,6
3,474;117;21,6
3,474;117;21,6
3,487;117,5;21,6
3,487;117,5;21,6
3,487;117,5;21,6
3,499;117,9;21,6
3,499;117,9;21,6
3,499;117,9;21,6
3,512;118,4;21,6
3,512;118,4;21,6
3,512;118,4;21,6
3,525;118,8;21,6
3,525;118,8;21,6
3,525;118,8;21,6
3,537;119,2;21,6
3,537;119,2;21,6
3,537;119,2;21,6
3,55;119,6;21,6
3,55;119,6;21,6
3,55;119,6;21,6
3,563;120;21,6
3,563;120;21,6
3,563;120;21,6
3,576;120,4;21,5
3,576;120,4;21,5
3,576;120,4;21,5
3,588;120,8;21,5
3,588;120,8;21,5
3,588;120,8;21,5
3,603;121,1;21,5
3,603;121,1;21,5
3,603;121,1;21,5
3,615;121,5;21,5
3,615;121,5;21,5
3,615;121,5;21,5
