Tempo (s);Carga (g);Posicao (mm)
2,616;162,9;18,1
2,616;162,9;18,1
2,629;157,8;18,2
2,629;157,8;18,2
2,629;157,8;18,2
2,642;152,8;18,2
2,642;152,8;18,2
2,642;152,8;18,2
2,656;148;18,3
2,656;148;18,3
2,656;148;18,3
2,67;143,3;18,4
2,67;143,3;18,4
2,67;143,3;18,4
2,683;138,8;18,4
2,683;138,8;18,4
2,683;138,8;18,4
2,696;134,4;18,5
2,696;134,4;18,5
2,696;134,4;18,5
2,71;130,2;18,6
2,71;130,2;18,6
2,71;130,2;18,6
2,723;126,1;18,6
2,723;126,1;18,6
2,723;126,1;18,6
2,736;122,2;18,7
2,736;122,2;18,7
2,736;122,2;18,7
2,75;118,3;18,7
2,75;118,3;18,7
2,75;118,3;18,7
2,763;114,5;18,8
2,763;114,5;18,8
2,763;114,5;18,8
2,776;110,9;18,9
2,776;110,9;18,9
2,776;110,9;18,9
2,79;107,3;18,9
2,79;107,3;18,9
2,79;107,3;18,9
2,804;103,8;19
2,804;103,8;19
2,804;103,8;19
2,817;100,3;19,1
2,817;100,3;19,1
2,817;100,3;19,1
2,831;97;19,1
2,831;97;19,1
2,831;97;19,1
2,844;93,8;19,2
2,844;93,8;19,2
2,844;93,8;19,2
2,856;90,6;19,3
2,856;90,6;19,3
2,856;90,6;19,3
2,869;87,6;19,3
2,869;87,6;19,3
2,869;87,6;19,3
2,883;84,6;19,4
2,883;84,6;19,4
2,883;84,6;19,4
2,896;81,8;19,5
2,896;81,8;19,5
2,896;81,8;19,5
2,909;79;19,5
2,909;79;19,5
2,909;79;19,5
2,923;76,3;19,6
2,923;76,3;19,6
2,923;76,3;19,6
2,936;73,7;19,7
2,936;73,7;19,7
2,936;73,7;19,7
2,949;71,1;19,7
2,949;71,1;19,7
2,949;71,1;19,7
2,963;68,6;19,8
2,963;68,6;19,8
2,963;68,6;19,8
2,976;66,2;19,9
2,976;66,2;19,9
2,976;66,2;19,9
2,989;63,8;19,9
2,989;63,8;19,9
2,989;63,8;19,9
3,003;61,5;20
3,003;61,5;20
3,003;61,5;20
3,016;59,3;20,1
3,016;59,3;20,1
3,016;59,3;20,1
3,028;57,2;20,1
3,028;57,2;20,1
3,028;57,2;20,1
3,042;55,1;20,2
3,042;55,1;20,2
3,042;55,1;20,2
3,055;53,1;20,3
3,055;53,1;20,3
3,055;53,1;20,3
3,068;51,1;20,3
3,068;51,1;20,3
3,068;51,1;20,3
3,081;49,1;20,4
