Tempo (s);Carga (g);Posicao (mm)
0,002;6,3;30,1
0,002;6,3;30,1
0,002;6,3;30,1
0,002;6,3;30,1
0,002;6,3;30,1
0,002;6,3;30,1
0,016;8,1;30,1
0,016;8,1;30,1
0,016;8,1;30,1
0,016;8,1;30,1
0,016;8,1;30,1
0,016;8,1;30,1
0,03;10,4;30
0,03;10,4;30
0,03;10,4;30
0,03;10,4;30
0,03;10,4;30
0,03;10,4;30
0,044;13,1;29,9
0,044;13,1;29,9
0,044;13,1;29,9
0,044;13,1;29,9
0,044;13,1;29,9
0,044;13,1;29,9
0,058;16,5;29,9
0,058;16,5;29,9
0,058;16,5;29,9
0,058;16,5;29,9
0,058;16,5;29,9
0,058;16,5;29,9
0,072;20,5;29,8
0,072;20,5;29,8
0,072;20,5;29,8
0,072;20,5;29,8
0,072;20,5;29,8
0,072;20,5;29,8
0,086;25,2;29,7
0,086;25,2;29,7
0,086;25,2;29,7
0,086;25,2;29,7
0,086;25,2;29,7
0,086;25,2;29,7
0,1;30,6;29,7
0,1;30,6;29,7
0,1;30,6;29,7
0,1;30,6;29,7
0,1;30,6;29,7
0,1;30,6;29,7
0,114;36,8;29,6
0,114;36,8;29,6
0,114;36,8;29,6
0,114;36,8;29,6
0,114;36,8;29,6
0,114;36,8;29,6
0,128;43,7;29,5
0,128;43,7;29,5
0,128;43,7;29,5
0,128;43,7;29,5
0,128;43,7;29,5
0,128;43,7;29,5
0,142;51,3;29,5
0,142;51,3;29,5
0,142;51,3;29,5
0,142;51,3;29,5
0,142;51,3;29,5
0,142;51,3;29,5
0,156;59,6;29,4
0,156;59,6;29,4
0,156;59,6;29,4
0,156;59,6;29,4
0,156;59,6;29,4
0,156;59,6;29,4
0,17;68,5;29,3
0,17;68,5;29,3
0,17;68,5;29,3
0,17;68,5;29,3
0,17;68,5;29,3
0,17;68,5;29,3
0,184;77,9;29,3
0,184;77,9;29,3
0,184;77,9;29,3
0,184;77,9;29,3
0,184;77,9;29,3
0,184;77,9;29,3
0,198;87,8;29,2
0,198;87,8;29,2
0,198;87,8;29,2
0,198;87,8;29,2
0,198;87,8;29,2
0,198;87,8;29,2
0,212;98,1;29,1
0,212;98,1;29,1
0,212;98,1;29,1
0,212;98,1;29,1
0,212;98,1;29,1
0,212;98,1;29,1
0,226;108,7;29
0,226;108,7;29
0,226;108,7;29
0,226;108,7;29
0,226;108,7;29
0,226;108,7;29
0,24;119,5;29
0,24;119,5;29
0,24;119,5;29
0,24;119,5;29
0,24;119,5;29
0,24;119,5;29
0,254;130,5;28,9
0,254;130,5;28,9
0,254;130,5;28,9
0,254;130,5;28,9
0,254;130,5;28,9
0,254;130,5;28,9
0,269;141,4;28,8
0,269;141,4;28,8
0,269;141,4;28,8
0,269;141,4;28,8
0,269;141,4;28,8
0,269;141,4;28,8
0,282;152,2;28,8
0,282;152,2;28,8
0,282;152,2;28,8
0,282;152,2;28,8
0,282;152,2;28,8
0,282;152,2;28,8
0,296;162,9;28,7
0,296;162,9;28,7
0,296;162,9;28,7
0,296;162,9;28,7
0,296;162,9;28,7
0,296;162,9;28,7
0,311;173,3;28,6
0,311;173,3;28,6
0,311;173,3;28,6
0,311;173,3;28,6
0,311;173,3;28,6
0,311;173,3;28,6
0,324;183,4;28,6
0,324;183,4;28,6
0,324;183,4;28,6
0,324;183,4;28,6
0,324;183,4;28,6
0,324;183,4;28,6
0,338;193,1;28,5
0,338;193,1;28,5
0,338;193,1;28,5
0,338;193,1;28,5
0,338;193,1;28,5
0,338;193,1;28,5
0,353;202,4;28,4
0,353;202,4;28,4
0,353;202,4;28,4
0,353;202,4;28,4
0,353;202,4;28,4
0,353;202,4;28,4
0,367;211,4;28,4
0,367;211,4;28,4
0,367;211,4;28,4
0,367;211,4;28,4
0,367;211,4;28,4
0,367;211,4;28,4
0,38;220;28,3
0,38;220;28,3
0,38;220;28,3
0,38;220;28,3
0,38;220;28,3
0,38;220;28,3
0,395;228,3;28,2
0,395;228,3;28,2
0,395;228,3;28,2
0,395;228,3;28,2
0,395;228,3;28,2
0,395;228,3;28,2
0,409;236,3;28,1
0,409;236,3;28,1
0,409;236,3;28,1
0,409;236,3;28,1
0,409;236,3;28,1
0,409;236,3;28,1
0,422;244;28,1
0,422;244;28,1
0,422;244;28,1
0,422;244;28,1
0,422;244;28,1
0,422;244;28,1
0,437;251,5;28
0,437;251,5;28
0,437;251,5;28
0,437;251,5;28
0,437;251,5;28
0,437;251,5;28
0,451;258,8;27,9
0,451;258,8;27,9
0,451;258,8;27,9
0,451;258,8;27,9
0,451;258,8;27,9
0,451;258,8;27,9
0,464;265,9;27,9
0,464;265,9;27,9
0,464;265,9;27,9
0,464;265,9;27,9
0,464;265,9;27,9
0,464;265,9;27,9
0,479;272,8;27,8
0,479;272,8;27,8
0,479;272,8;27,8
0,479;272,8;27,8
0,479;272,8;27,8
0,479;272,8;27,8
0,493;279,5;27,7
0,493;279,5;27,7
0,493;279,5;27,7
0,493;279,5;27,7
0,493;279,5;27,7
0,493;279,5;27,7
0,507;286,1;27,7
0,507;286,1;27,7
0,507;286,1;27,7
0,507;286,1;27,7
0,507;286,1;27,7
0,507;286,1;27,7
0,521;292,6;27,6
0,521;292,6;27,6
0,521;292,6;27,6
0,521;292,6;27,6
0,521;292,6;27,6
0,521;292,6;27,6
0,535;298,9;27,5
0,535;298,9;27,5
0,535;298,9;27,5
0,535;298,9;27,5
0,535;298,9;27,5
0,535;298,9;27,5
0,549;305,1;27,5
0,549;305,1;27,5
0,549;305,1;27,5
0,549;305,1;27,5
0,549;305,1;27,5
0,549;305,1;27,5
0,563;311,2;27,4
0,563;311,2;27,4
0,563;311,2;27,4
0,563;311,2;27,4
0,563;311,2;27,4
0,563;311,2;27,4
0,577;317,3;27,3
0,577;317,3;27,3
0,577;317,3;27,3
0,577;317,3;27,3
0,577;317,3;27,3
0,577;317,3;27,3
0,591;323,3;27,3
0,591;323,3;27,3
0,591;323,3;27,3
0,591;323,3;27,3
0,591;323,3;27,3
0,591;323,3;27,3
0,605;329,3;27,2
0,605;329,3;27,2
0,605;329,3;27,2
0,605;329,3;27,2
0,605;329,3;27,2
0,605;329,3;27,2
0,619;335,2;27,1
0,619;335,2;27,1
0,619;335,2;27,1
0,619;335,2;27,1
0,619;335,2;27,1
0,619;335,2;27,1
0,633;341;27,1
0,633;341;27,1
0,633;341;27,1
0,633;341;27,1
0,633;341;27,1
0,633;341;27,1
0,648;346,8;27
0,648;346,8;27
0,648;346,8;27
0,648;346,8;27
0,648;346,8;27
0,648;346,8;27
0,661;352,6;26,9
0,661;352,6;26,9
0,661;352,6;26,9
0,661;352,6;26,9
0,661;352,6;26,9
0,661;352,6;26,9
0,675;358,3;26,9
0,675;358,3;26,9
0,675;358,3;26,9
0,675;358,3;26,9
0,675;358,3;26,9
0,675;358,3;26,9
0,69;364;26,8
0,69;364;26,8
0,69;364;26,8
0,69;364;26,8
0,69;364;26,8
0,69;364;26,8
0,703;369,7;26,7
0,703;369,7;26,7
0,703;369,7;26,7
0,703;369,7;26,7
0,703;369,7;26,7
0,703;369,7;26,7
0,717;375,4;26,6
0,717;375,4;26,6
0,717;375,4;26,6
0,717;375,4;26,6
0,717;375,4;26,6
