0,000000;0,00000
0,010000;-7,64042
0,022000;-9,55182
0,032000;-10,35636
0,042000;-10,32600
0,053000;-9,92793
0,064000;-9,55972
0,075000;-9,54481
0,085000;-8,75342
0,095000;-9,92793
0,107000;-9,17151
0,117000;-10,34116
0,128000;-10,35255
0,138000;-11,09794
0,149000;-10,34495
0,160000;-10,33262
0,170000;-10,34495
0,181000;-10,30995
0,192000;-10,33640
0,202000;-10,34875
0,213000;-10,32505
0,223000;-10,35638
0,235000;-10,32881
0,245000;-10,35258
0,255000;-10,31371
0,266000;-9,95803
0,277000;-9,95438
0,288000;-10,31277
0,298000;-10,33736
0,308000;-9,13369
0,320000;-10,33262
0,330000;-10,35258
0,341000;-10,32978
0,351000;-10,33641
0,362000;-10,70254
0,373000;-10,32127
0,383000;-10,32507
0,394000;-9,92793
0,405000;-10,34118
0,415000;-10,30897
0,426000;-10,32976
0,436000;-10,32507
0,448000;-9,95070
0,458000;-10,35543
0,468000;-10,31751
0,479000;-10,34873
0,490000;-10,34497
0,501000;-9,93159
0,511000;-9,54128
0,521000;-10,34877
0,533000;-10,32881
0,543000;-10,30238
0,554000;-10,34118
0,564000;-10,73399
0,575000;-9,90613
0,586000;-9,95348
0,596000;-9,93610
0,607000;-10,33644
0,618000;-9,93250
0,628000;-9,93519
0,639000;-9,93523
0,649000;-10,31747
0,661000;-9,93975
0,671000;-9,95348
0,681000;-10,30996
0,692000;-8,72700
0,703000;-10,72215
0,714000;-10,32129
0,724000;-10,34877
0,735000;-9,93975
0,746000;-10,32120
0,756000;-9,92795
0,767000;-9,95074
0,777000;-10,32881
0,789000;-9,92795
0,799000;-9,94709
0,809000;-10,31275
0,820000;-9,93610
0,831000;-9,94257
0,842000;-9,92791
0,852000;-9,92882
0,862000;-9,92427
0,874000;-9,95444
0,884000;-9,93883
0,895000;-10,31369
0,905000;-9,93528
0,916000;-10,32125
0,927000;-10,31369
0,937000;-10,70654
0,948000;-10,34493
0,959000;-9,92064
0,969000;-9,92073
0,980000;-9,16052
0,990000;-9,93975
1,002000;-9,94248
1,012000;-10,31756
1,022000;-9,91701
1,033000;-10,34493
1,044000;-10,33648
1,055000;-10,33355
1,065000;-10,32881
1,075000;-10,34113
1,087000;-9,94248
1,097000;-10,34502
1,108000;-9,95801
1,118000;-9,94978
1,129000;-10,31747
1,140000;-10,32134
1,150000;-10,31369
1,161000;-10,35253
1,172000;-10,35262
1,182000;-10,32881
1,193000;-9,93610
1,203000;-10,32512
1,215000;-9,55969
1,225000;-9,94248
1,235000;-9,93164
1,246000;-9,55267
1,257000;-9,93155
1,268000;-9,94704
1,278000;-9,53787
1,288000;-10,31369
1,300000;-10,31369
1,310000;-11,09091
1,321000;-10,32503
1,331000;-10,34018
1,343000;-10,35634
1,353000;-10,34122
1,363000;-10,33260
1,374000;-9,91710
1,385000;-10,32881
1,396000;-10,33355
1,406000;-10,34009
1,416000;-10,34113
1,428000;-10,33648
1,438000;-10,33355
1,449000;-10,33260
1,459000;-9,93528
1,470000;-10,34113
1,481000;-10,33639
1,491000;-10,34882
1,502000;-9,92791
1,513000;-9,94339
1,523000;-9,54478
1,534000;-9,94713
1,544000;-9,55969
1,555000;-9,92064
1,566000;-10,31001
1,576000;-10,32881
1,587000;-9,95435
1,598000;-9,93883
1,609000;-10,70254
1,619000;-9,93537
1,629000;-10,32494
1,641000;-9,95070
1,651000;-10,34122
1,662000;-9,93155
1,672000;-10,34027
1,683000;-10,30624
1,694000;-9,93883
1,704000;-10,31360
1,715000;-10,34882
1,726000;-9,92064
1,736000;-10,32134
1,747000;-9,52721
1,757000;-10,31756
1,769000;-9,54574
1,779000;-10,33251
1,789000;-9,93901
1,800000;-10,31360
1,811000;-10,32134
1,822000;-10,35262
1,832000;-10,73887
1,842000;-10,30983
1,854000;-10,72215
1,864000;-10,32872
1,875000;-10,34882
1,885000;-10,31378
1,896000;-9,53769
1,907000;-9,13720
1,917000;-9,92427
1,928000;-1,58979
1,939000;0,79723
